countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,account.t.d
Austria,AUT,2017,7481549.0,High income,High income,0.98
Azerbaijan,AZE,2017,7438923.0,Europe & Central Asia (excluding high income),Upper middle income,0.29
Azerbaijan,AZE,2017,7438923.0,Europe & Central Asia (excluding high income),Upper middle income,0.28
Bahrain,BHR,2017,1137724.0,High income,High income,0.86
Bahrain,BHR,2017,1137724.0,High income,High income,0.75
Bangladesh,BGD,2017,111658076.0,South Asia (excluding high income),Lower middle income,0.65
Bangladesh,BGD,2017,111658076.0,South Asia (excluding high income),Lower middle income,0.36
Belarus,BLR,2017,7909969.0,Europe & Central Asia (excluding high income),Upper middle income,0.81
Belarus,BLR,2017,7909969.0,Europe & Central Asia (excluding high income),Upper middle income,0.81
Belgium,BEL,2017,9407055.0,High income,High income,0.98
Belgium,BEL,2017,9407055.0,High income,High income,0.99
Benin,BEN,2017,6631280.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.49
Benin,BEN,2017,6631280.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.29
Bolivia,BOL,2017,7571421.0,Latin America & Caribbean (excluding high income),Lower middle income,0.55
Bolivia,BOL,2017,7571421.0,Latin America & Caribbean (excluding high income),Lower middle income,0.54
Bosnia and Herzegovina,BIH,2017,2982772.0,Europe & Central Asia (excluding high income),Upper middle income,0.63
Bosnia and Herzegovina,BIH,2017,2982772.0,Europe & Central Asia (excluding high income),Upper middle income,0.55
Botswana,BWA,2017,1470809.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.56
Botswana,BWA,2017,1470809.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.47
Brazil,BRA,2017,158478074.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Brazil,BRA,2017,158478074.0,Latin America & Caribbean (excluding high income),Upper middle income,0.68
Bulgaria,BGR,2017,6128150.0,Europe & Central Asia (excluding high income),Upper middle income,0.71
Bulgaria,BGR,2017,6128150.0,Europe & Central Asia (excluding high income),Upper middle income,0.74
Burkina Faso,BFA,2017,10570484.0,Sub-Saharan Africa (excluding high income),Low income,0.51
Burkina Faso,BFA,2017,10570484.0,Sub-Saharan Africa (excluding high income),Low income,0.34
Cambodia,KHM,2017,10807431.0,East Asia & Pacific (excluding high income),Lower middle income,0.22
Cambodia,KHM,2017,10807431.0,East Asia & Pacific (excluding high income),Lower middle income,0.22
Cameroon,CMR,2017,13358414.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.39
Cameroon,CMR,2017,13358414.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.3
Canada,CAN,2017,30253020.0,High income,High income,1.0
Canada,CAN,2017,30253020.0,High income,High income,1.0
Central African Republic,CAF,2017,2404000.0,Sub-Saharan Africa (excluding high income),Low income,0.18
Central African Republic,CAF,2017,2404000.0,Sub-Saharan Africa (excluding high income),Low income,0.1
Chad,TCD,2017,7782131.0,Sub-Saharan Africa (excluding high income),Low income,0.29
Chad,TCD,2017,7782131.0,Sub-Saharan Africa (excluding high income),Low income,0.15
Chile,CHL,2017,14675996.0,High income,High income,0.78
Chile,CHL,2017,14675996.0,High income,High income,0.71
China,CHN,2017,1133758537.0,East Asia & Pacific (excluding high income),Upper middle income,0.83
China,CHN,2017,1133758537.0,East Asia & Pacific (excluding high income),Upper middle income,0.76
Colombia,COL,2017,36092425.0,Latin America & Caribbean (excluding high income),Upper middle income,0.49
Colombia,COL,2017,36092425.0,Latin America & Caribbean (excluding high income),Upper middle income,0.42
"Congo, Dem. Rep.",COD,2017,45407203.0,Sub-Saharan Africa (excluding high income),Low income,0.27
"Congo, Dem. Rep.",COD,2017,45407203.0,Sub-Saharan Africa (excluding high income),Low income,0.24
"Congo, Rep.",COG,2017,3026298.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.31
"Congo, Rep.",COG,2017,3026298.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
Costa Rica,CRI,2017,3790388.0,Latin America & Caribbean (excluding high income),Upper middle income,0.75
Costa Rica,CRI,2017,3790388.0,Latin America & Caribbean (excluding high income),Upper middle income,0.61
Cote d'Ivoire,CIV,2017,14983416.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.47
Cote d'Ivoire,CIV,2017,14983416.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.36
Croatia,HRV,2017,3508155.0,High income,High income,0.9
Croatia,HRV,2017,3508155.0,High income,High income,0.83
Cyprus,CYP,2017,1039880.0,High income,High income,0.87
Cyprus,CYP,2017,1039880.0,High income,High income,0.9
Czechia,CZE,2017,8934395.0,High income,High income,0.84
Czechia,CZE,2017,8934395.0,High income,High income,0.79
Denmark,DNK,2017,4767144.0,High income,High income,1.0
Denmark,DNK,2017,4767144.0,High income,High income,1.0
Dominican Republic,DOM,2017,7508555.0,Latin America & Caribbean (excluding high income),Upper middle income,0.58
Dominican Republic,DOM,2017,7508555.0,Latin America & Caribbean (excluding high income),Upper middle income,0.54
Ecuador,ECU,2017,11800828.0,Latin America & Caribbean (excluding high income),Upper middle income,0.6
Ecuador,ECU,2017,11800828.0,Latin America & Caribbean (excluding high income),Upper middle income,0.43
"Egypt, Arab Rep.",EGY,2017,66961302.0,Middle East & North Africa (excluding high income),Lower middle income,0.39
"Egypt, Arab Rep.",EGY,2017,66961302.0,Middle East & North Africa (excluding high income),Lower middle income,0.27
El Salvador,SLV,2017,4464670.0,Latin America & Caribbean (excluding high income),Lower middle income,0.38
El Salvador,SLV,2017,4464670.0,Latin America & Caribbean (excluding high income),Lower middle income,0.24
Estonia,EST,2017,1103273.0,High income,High income,0.98
Estonia,EST,2017,1103273.0,High income,High income,0.98
Ethiopia,ETH,2017,61575604.0,Sub-Saharan Africa (excluding high income),Low income,0.41
Ethiopia,ETH,2017,61575604.0,Sub-Saharan Africa (excluding high income),Low income,0.29
Finland,FIN,2017,4600229.0,High income,High income,1.0
Finland,FIN,2017,4600229.0,High income,High income,1.0
France,FRA,2017,54658275.0,High income,High income,0.97
France,FRA,2017,54658275.0,High income,High income,0.91
Gabon,GAB,2017,1332068.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.64
Gabon,GAB,2017,1332068.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.54
"Gambia, The",GMB,2017,1294272.0,Sub-Saharan Africa (excluding high income),Low income,0.33
"Gambia, The",GMB,2017,1294272.0,Sub-Saharan Africa (excluding high income),Low income,0.25
Georgia,GEO,2017,2987888.0,Europe & Central Asia (excluding high income),Upper middle income,0.58
Georgia,GEO,2017,2987888.0,Europe & Central Asia (excluding high income),Upper middle income,0.64
Germany,DEU,2017,71374479.0,High income,High income,0.99
Germany,DEU,2017,71374479.0,High income,High income,0.99
Ghana,GHA,2017,18083712.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.62
Ghana,GHA,2017,18083712.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.54
Greece,GRC,2017,9220190.0,High income,High income,0.86
Greece,GRC,2017,9220190.0,High income,High income,0.85
Guatemala,GTM,2017,10430246.0,Latin America & Caribbean (excluding high income),Upper middle income,0.46
Guatemala,GTM,2017,10430246.0,Latin America & Caribbean (excluding high income),Upper middle income,0.42
Guinea,GIN,2017,6873506.0,Sub-Saharan Africa (excluding high income),Low income,0.27
Guinea,GIN,2017,6873506.0,Sub-Saharan Africa (excluding high income),Low income,0.2
Haiti,HTI,2017,7048972.0,Latin America & Caribbean (excluding high income),Lower middle income,0.35
Haiti,HTI,2017,7048972.0,Latin America & Caribbean (excluding high income),Lower middle income,0.3
Honduras,HND,2017,6185475.0,Latin America & Caribbean (excluding high income),Lower middle income,0.5
Honduras,HND,2017,6185475.0,Latin America & Caribbean (excluding high income),Lower middle income,0.41
"Hong Kong SAR, China",HKG,2017,6493265.0,High income,High income,0.96
"Hong Kong SAR, China",HKG,2017,6493265.0,High income,High income,0.95
Hungary,HUN,2017,8389859.0,High income,High income,0.78
Hungary,HUN,2017,8389859.0,High income,High income,0.72
India,IND,2017,962463650.0,South Asia (excluding high income),Lower middle income,0.83
India,IND,2017,962463650.0,South Asia (excluding high income),Lower middle income,0.77
Indonesia,IDN,2017,193777030.0,East Asia & Pacific (excluding high income),Lower middle income,0.46
Indonesia,IDN,2017,193777030.0,East Asia & Pacific (excluding high income),Lower middle income,0.51
"Iran, Islamic Rep.",IRN,2017,63892824.0,Middle East & North Africa (excluding high income),Lower middle income,0.96
"Iran, Islamic Rep.",IRN,2017,63892824.0,Middle East & North Africa (excluding high income),Lower middle income,0.92
Iraq,IRQ,2017,23052127.0,Middle East & North Africa (excluding high income),Upper middle income,0.26
Iraq,IRQ,2017,23052127.0,Middle East & North Africa (excluding high income),Upper middle income,0.2
Ireland,IRL,2017,3749429.0,High income,High income,0.95
Ireland,IRL,2017,3749429.0,High income,High income,0.95
Israel,ISR,2017,6131598.0,High income,High income,0.92
Israel,ISR,2017,6131598.0,High income,High income,0.94
Italy,ITA,2017,52409524.0,High income,High income,0.96
Italy,ITA,2017,52409524.0,High income,High income,0.92
Japan,JPN,2017,110907804.0,High income,High income,0.98
Japan,JPN,2017,110907804.0,High income,High income,0.98
Jordan,JOR,2017,6558247.0,Middle East & North Africa (excluding high income),Upper middle income,0.56
Jordan,JOR,2017,6558247.0,Middle East & North Africa (excluding high income),Upper middle income,0.27
Kazakhstan,KAZ,2017,13196334.0,Europe & Central Asia (excluding high income),Upper middle income,0.57
Kazakhstan,KAZ,2017,13196334.0,Europe & Central Asia (excluding high income),Upper middle income,0.6
Kenya,KEN,2017,28150345.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.86
Kenya,KEN,2017,28150345.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.78
"Korea, Rep.",KOR,2017,44377468.0,High income,High income,0.95
"Korea, Rep.",KOR,2017,44377468.0,High income,High income,0.95
Kosovo,XKX,2017,1328163.0,Europe & Central Asia (excluding high income),Upper middle income,0.61
Kosovo,XKX,2017,1328163.0,Europe & Central Asia (excluding high income),Upper middle income,0.44
Kuwait,KWT,2017,3138850.0,High income,High income,0.83
Kuwait,KWT,2017,3138850.0,High income,High income,0.73
Kyrgyz Republic,KGZ,2017,4195979.0,Europe & Central Asia (excluding high income),Lower middle income,0.41
Kyrgyz Republic,KGZ,2017,4195979.0,Europe & Central Asia (excluding high income),Lower middle income,0.39
Lao PDR,LAO,2017,4638548.0,East Asia & Pacific (excluding high income),Lower middle income,0.26
Lao PDR,LAO,2017,4638548.0,East Asia & Pacific (excluding high income),Lower middle income,0.32
Latvia,LVA,2017,1657658.0,High income,High income,0.94
Latvia,LVA,2017,1657658.0,High income,High income,0.93
Lebanon,LBN,2017,4654352.0,Middle East & North Africa (excluding high income),Lower middle income,0.57
Lebanon,LBN,2017,4654352.0,Middle East & North Africa (excluding high income),Lower middle income,0.33
Lesotho,LSO,2017,1350411.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.45
Lesotho,LSO,2017,1350411.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.46
Liberia,LBR,2017,2745577.0,Sub-Saharan Africa (excluding high income),Low income,0.44
Liberia,LBR,2017,2745577.0,Sub-Saharan Africa (excluding high income),Low income,0.28
Libya,LBY,2017,4585159.0,Middle East & North Africa (excluding high income),Upper middle income,0.71
Libya,LBY,2017,4585159.0,Middle East & North Africa (excluding high income),Upper middle income,0.6
Lithuania,LTU,2017,2445393.0,High income,High income,0.85
Lithuania,LTU,2017,2445393.0,High income,High income,0.81
Luxembourg,LUX,2017,486845.0,High income,High income,0.99
Luxembourg,LUX,2017,486845.0,High income,High income,0.98
Madagascar,MDG,2017,15245537.0,Sub-Saharan Africa (excluding high income),Low income,0.2
Madagascar,MDG,2017,15245537.0,Sub-Saharan Africa (excluding high income),Low income,0.16
Malawi,MWI,2017,9645161.0,Sub-Saharan Africa (excluding high income),Low income,0.38
Malawi,MWI,2017,9645161.0,Sub-Saharan Africa (excluding high income),Low income,0.3
Malaysia,MYS,2017,23682698.0,East Asia & Pacific (excluding high income),Upper middle income,0.88
Malaysia,MYS,2017,23682698.0,East Asia & Pacific (excluding high income),Upper middle income,0.82
Maldives,MDV,2017,342024.0,South Asia (excluding high income),Upper middle income,0.85
Maldives,MDV,2017,342024.0,South Asia (excluding high income),Upper middle income,0.74
Mali,MLI,2017,9985747.0,Sub-Saharan Africa (excluding high income),Low income,0.45
Mali,MLI,2017,9985747.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Malta,MLT,2017,390899.0,High income,High income,0.98
Malta,MLT,2017,390899.0,High income,High income,0.97
Mauritania,MRT,2017,2278505.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.26
Mauritania,MRT,2017,2278505.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.15
Mauritius,MUS,2017,1031251.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.93
Mauritius,MUS,2017,1031251.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.87
Mexico,MEX,2017,88534114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.4
Mexico,MEX,2017,88534114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.33
Moldova,MDA,2017,2278507.0,Europe & Central Asia (excluding high income),Upper middle income,0.43
Moldova,MDA,2017,2278507.0,Europe & Central Asia (excluding high income),Upper middle income,0.45
Mongolia,MNG,2017,2155814.0,East Asia & Pacific (excluding high income),Lower middle income,0.91
Mongolia,MNG,2017,2155814.0,East Asia & Pacific (excluding high income),Lower middle income,0.95
Montenegro,MNE,2017,506847.0,Europe & Central Asia (excluding high income),Upper middle income,0.69
Montenegro,MNE,2017,506847.0,Europe & Central Asia (excluding high income),Upper middle income,0.68
Morocco,MAR,2017,24894226.0,Middle East & North Africa (excluding high income),Lower middle income,0.41
Morocco,MAR,2017,24894226.0,Middle East & North Africa (excluding high income),Lower middle income,0.17
Mozambique,MOZ,2017,14874137.0,Sub-Saharan Africa (excluding high income),Low income,0.51
Mozambique,MOZ,2017,14874137.0,Sub-Saharan Africa (excluding high income),Low income,0.33
Myanmar,MMR,2017,38000865.0,East Asia & Pacific (excluding high income),Lower middle income,0.26
Myanmar,MMR,2017,38000865.0,East Asia & Pacific (excluding high income),Lower middle income,0.26
Namibia,NAM,2017,1547830.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.81
Namibia,NAM,2017,1547830.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.81
Nepal,NPL,2017,18869412.0,South Asia (excluding high income),Lower middle income,0.5
Nepal,NPL,2017,18869412.0,South Asia (excluding high income),Lower middle income,0.42
Netherlands,NLD,2017,14234525.0,High income,High income,0.99
